COMBUSTIBLE,AÑO_REGISTRO,CLASE,SERVICIO,MARCA,MUNICIPIO,DEPARTAMENTO,CAPACIDAD_PASAJEROS,POTENCIA,CANTIDAD
ELECTRICO,2022,CAMIONETA,Particular,AUDI,BOGOTA,Bogota D.C.,,408.0,1
ELECTRICO,2022,BUS,Público,SUNWIN,SANTA MARTA,Magdalena,,201.0,1
ELECTRICO,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,,408.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2022,CAMIONETA,Oficial,BYD,PEREIRA,Risaralda,,107.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,161.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,ENVIGADO,Antioquia,,161.0,1
ELECTRICO,2022,CAMIONETA,Particular,AUDI,MEDELLIN,Antioquia,,408.0,1
ELECTRICO,2022,TRICIMOTO,Particular,BRENSON,FLORIDA,Valle del Cauca,,1.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,MEDELLIN,Antioquia,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,ENVIGADO,Antioquia,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,AUDI,BOGOTA,Bogota D.C.,,408.0,1
ELECTRICO,2022,CAMIONETA,Particular,AUDI,ENVIGADO,Antioquia,,408.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,CAMIONETA,Particular,AUDI,MEDELLIN,Antioquia,,408.0,1
ELECTRICO,2022,CAMIONETA,Particular,AUDI,BOGOTA,Bogota D.C.,,408.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,CAMIONETA,Particular,VOLVO,BOGOTA,Bogota D.C.,0.0,408.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,,402.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,MEDELLIN,Antioquia,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,BYD,MEDELLIN,Antioquia,,487.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,BYD,ENVIGADO,Antioquia,,487.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,509.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,RENAULT,COTA,Cundinamarca,,135.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,RENAULT,MOSQUERA,Cundinamarca,,135.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,135.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,BOGOTA,Bogota D.C.,,20.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,SABANETA,Antioquia,,20.0,1
ELECTRICO,2022,CAMIONETA,Particular,AUDI,BOGOTA,Bogota D.C.,,408.0,1
ELECTRICO,2022,TRICIMOTO,Particular,BRENSON,FUNZA,Cundinamarca,0.0,1.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,0.0,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,0.0,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,CAMIONETA,Público,DONGFENG,ENVIGADO,Antioquia,,161.0,1
ELECTRICO,2022,CAMIONETA,Particular,DONGFENG,CARTAGENA,Bolivar,,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,CAMION,Público,STARK,BELLO,Antioquia,,161.0,1
ELECTRICO,2022,CAMIONETA,Público,JAC,FUNZA,Cundinamarca,,161.0,1
ELECTRICO,2022,TRICIMOTO,Particular,BRENSON,FUNZA,Cundinamarca,0.0,1.0,1
ELECTRICO,2022,TRICIMOTO,Particular,BRENSON,FLORIDA,Valle del Cauca,,1.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,ENVIGADO,Antioquia,,286.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,ENVIGADO,Antioquia,,286.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,RENAULT,MEDELLIN,Antioquia,,135.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,ENVIGADO,Antioquia,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,JAC,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2022,CAMIONETA,Particular,JAC,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,NISSAN,COTA,Cundinamarca,,147.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2022,CAMIONETA,Particular,JAGUAR,SABANETA,Antioquia,,394.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,PORSCHE,BOGOTA,Bogota D.C.,,321.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,135.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,135.0,1
ELECTRICO,2022,CAMIONETA,Particular,JAC,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2022,CAMIONETA,Público,RENAULT,FUNZA,Cundinamarca,,60.0,1
ELECTRICO,2022,CAMIONETA,Particular,JAC,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2022,CAMIONETA,Particular,JAC,BOGOTA,Bogota D.C.,,147.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,28.0,268.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,CAMIONETA,Particular,JAC,CALI,Valle del Cauca,0.0,161.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,SABANETA,Antioquia,,184.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2022,BUS,Público,BYD,BOGOTA,Bogota D.C.,49.0,402.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,MEDELLIN,Antioquia,,184.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,MEDELLIN,Antioquia,,184.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,BOGOTA,Bogota D.C.,,20.0,1
ELECTRICO,2022,CUADRICICLO,Particular,ZHIDOU,BOGOTA,Bogota D.C.,,20.0,1
ELECTRICO,2022,CAMIONETA,Particular,CHEVROLET,BOGOTA,Bogota D.C.,,200.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,326.0,1
ELECTRICO,2022,CAMIONETA,Particular,DONGFENG,YOPAL,Casanare,,161.0,1
ELECTRICO,2022,CAMIONETA,Público,DONGFENG,ENVIGADO,Antioquia,0.0,161.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,CALI,Valle del Cauca,,326.0,1
ELECTRICO,2022,CAMIONETA,Público,JAC,FUNZA,Cundinamarca,,161.0,1
ELECTRICO,2022,CAMIONETA,Público,JAC,FUNZA,Cundinamarca,,161.0,1
ELECTRICO,2022,MOTOCICLETA,Particular,SIN MARCA,GUAMAL,Meta,,80.0,1
ELECTRICO,2022,CAMIONETA,Público,DONGFENG,CALI,Valle del Cauca,,107.0,1
ELECTRICO,2022,MOTOCICLETA,Particular,SIN MARCA,GUAMAL,Meta,,80.0,1
ELECTRICO,2022,CAMIONETA,Particular,CHEVROLET,BOGOTA,Bogota D.C.,,200.0,1
ELECTRICO,2022,MOTOCICLETA,Particular,HENGNIU,SOLEDAD,Atlantico,,,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,326.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,JAC,BOGOTA,Bogota D.C.,,60.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,JAC,BOGOTA,Bogota D.C.,,60.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,JAC,BOGOTA,Bogota D.C.,,60.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,ENVIGADO,Antioquia,,201.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,201.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,CALI,Valle del Cauca,,201.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,201.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,201.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,201.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,201.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,286.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,MEDELLIN,Antioquia,,326.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,ENVIGADO,Antioquia,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,BOGOTA,Bogota D.C.,,134.0,1
ELECTRICO,2022,CAMIONETA,Particular,BYD,SABANETA,Antioquia,,509.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,326.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2022,CAMIONETA,Particular,MAZDA,MEDELLIN,Antioquia,,143.0,1
ELECTRICO,2022,CAMIONETA,Particular,MAZDA,ENVIGADO,Antioquia,,143.0,1
ELECTRICO,2022,CAMIONETA,Particular,MAZDA,VILLA DEL ROSARIO,Norte de Santander,,143.0,1
ELECTRICO,2022,CAMIONETA,Particular,MAZDA,CALI,Valle del Cauca,,143.0,1
ELECTRICO,2022,CAMIONETA,Particular,AUDI,MEDELLIN,Antioquia,,408.0,1
ELECTRICO,2022,CAMIONETA,Particular,AUDI,ENVIGADO,Antioquia,,408.0,1
ELECTRICO,2022,TRICIMOTO,Particular,BRENSON,FUNZA,Cundinamarca,,1.0,1
ELECTRICO,2022,CAMIONETA,Particular,CHEVROLET,BOGOTA,Bogota D.C.,,200.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,BYD,ENVIGADO,Antioquia,,94.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,BYD,BOGOTA,Bogota D.C.,,94.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,NISSAN,FUNZA,Cundinamarca,,147.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,ENVIGADO,Antioquia,,184.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,MINI,BOGOTA,Bogota D.C.,,184.0,1
ELECTRICO,2022,CAMIONETA,Público,DONGFENG,CALI,Valle del Cauca,,80.0,1
ELECTRICO,2022,CAMIONETA,Particular,BMW,BOGOTA,Bogota D.C.,,326.0,1
ELECTRICO,2022,CAMIONETA,Público,DFSK,BOGOTA,Bogota D.C.,,80.0,1
ELECTRICO,2022,CAMIONETA,Público,DFSK,BOGOTA,Bogota D.C.,,80.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,JAC,BOGOTA,Bogota D.C.,,60.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,JAC,BOGOTA,Bogota D.C.,,60.0,1
ELECTRICO,2022,AUTOMOVIL,Particular,RENAULT,BOGOTA,Bogota D.C.,,135.0,1
ELECTRICO,2022,CAMIONETA,Particular,DONGFENG,BARRANCABERMEJA,Santander,,161.0,1
ELECTRICO,2022,CAMIONETA,Particular,DONGFENG,BARRANCABERMEJA,Santander,,161.0,1
ELECTRICO,2022,CAMIONETA,Particular,DONGFENG,BARRANCABERMEJA,Santander,,161.0,1
ELECTRICO,2022,CAMIONETA,Particular,DONGFENG,BARRANCABERMEJA,Santander,,161.0,1
ELECTRICO,2022,CAMIONETA,Particular,DONGFENG,BARRANCABERMEJA,Santander,,161.0,1
ELECTRICO,2022,CAMIONETA,Particular,DONGFENG,YOPAL,Casanare,,161.0,1
ELECTRICO,2019,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,107.0,1
ELECTRICO,2010,MOTOCICLETA,Oficial,ENERGY MOTION,MEDELLIN,Antioquia,2.0,0.0,1
ELECTRICO,2010,MOTOCICLETA,Particular,SCOOTER,TURBACO,Bolivar,0.0,,1
ELECTRICO,2010,MOTOCICLETA,Particular,SCOOTER,TURBACO,Bolivar,0.0,,1
ELECTRICO,2010,CAMIONETA,Público,TAYLOR DUNN,COTA,Cundinamarca,,,1
ELECTRICO,2010,MOTOCICLETA,Particular,HANLING,BOGOTA,Bogota D.C.,0.0,0.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ENVIGADO,Antioquia,,0.0,1
ELECTRICO,2010,CAMIONETA,Público,TAYLOR DUNN,COTA,Cundinamarca,,,1
ELECTRICO,2011,MOTOCICLETA,Particular,LUCKY LION,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2010,MOTOCICLETA,Particular,ENERGY MOTION,MEDELLIN,Antioquia,0.0,0.0,1
ELECTRICO,2011,CAMIONETA,Público,TAYLOR DUNN,COTA,Cundinamarca,,0.0,1
ELECTRICO,2011,CAMIONETA,Público,TAYLOR DUNN,COTA,Cundinamarca,,0.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ENVIGADO,Antioquia,,0.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ENVIGADO,Antioquia,0.0,0.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ENVIGADO,Antioquia,,0.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ENVIGADO,Antioquia,,0.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ENVIGADO,Antioquia,0.0,0.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ENVIGADO,Antioquia,,0.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,LUCKY LION,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2012,MOTOCICLETA,Particular,LUCKY LION,VILLAVICENCIO,Meta,0.0,0.0,1
ELECTRICO,2012,MOTOCICLETA,Particular,LUCKY LION,CALI,Valle del Cauca,,0.0,1
ELECTRICO,2012,MOTOCICLETA,Particular,ENERGY MOTION,ITAGUI,Antioquia,,,1
ELECTRICO,2012,MOTOCICLETA,Particular,LUCKY LION,CALI,Valle del Cauca,0.0,0.0,1
ELECTRICO,2012,MOTOCICLETA,Particular,LUCKY LION,PALMIRA,Valle del Cauca,,,1
ELECTRICO,2012,AUTOMOVIL,Particular,MITSUBISHI,BOGOTA,Bogota D.C.,0.0,0.0,1
ELECTRICO,2011,MOTOCICLETA,Particular,VMOTO,BOGOTA,Bogota D.C.,,5.0,1
ELECTRICO,2012,MOTOCICLETA,Particular,LUCKY LION,TULUA,Valle del Cauca,,,1
ELECTRICO,2011,MOTOCICLETA,Particular,ENERGY MOTION,ITAGUI,Antioquia,,0.0,1
ELECTRICO,2011,CAMIONETA,Público,TAYLOR DUNN,COTA,Cundinamarca,,0.0,1
ELECTRICO,2012,MOTOCICLETA,Particular,LUCKY LION,FUNDACION,Magdalena,,,1
ELECTRICO,2012,MOTOCICLETA,Particular,AVA MOTORS,EL CERRITO,Valle del Cauca,,11.0,1
ELECTRICO,2012,MOTOCICLETA,Particular,ENERGY MOTION,ISTMINA,Choco,,,1
ELECTRICO,2012,MOTOCICLETA,Particular,ENERGY MOTION,RIONEGRO,Antioquia,,0.0,1
ELECTRICO,2012,MOTOCICLETA,Particular,ENERGY MOTION,ITAGUI,Antioquia,,,1
ELECTRICO,2012,MOTOCICLETA,Particular,HAI XING,BOGOTA,Bogota D.C.,0.0,800.0,1
ELECTRICO,2012,MOTOCICLETA,Particular,LUCKY LION,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2012,AUTOMOVIL,Particular,NISSAN,BOGOTA,Bogota D.C.,,0.0,1
ELECTRICO,2012,MOTOCICLETA,Particular,LUCKY LION,PALMIRA,Valle del Cauca,,,1
ELECTRICO,2012,MOTOCICLETA,Particular,ENERGY MOTION,ITAGUI,Antioquia,,,1
ELECTRICO,2013,MOTOCICLETA,Particular,ENERGY MOTION,MEDELLIN,Antioquia,,,1
ELECTRICO,2012,AUTOMOVIL,Particular,MITSUBISHI,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2012,AUTOMOVIL,Oficial,MITSUBISHI,MEDELLIN,Antioquia,,,1
ELECTRICO,2012,AUTOMOVIL,Oficial,MITSUBISHI,MEDELLIN,Antioquia,,,1
ELECTRICO,2013,AUTOMOVIL,Público,BYD,BOGOTA,Bogota D.C.,,120.0,1
ELECTRICO,2013,AUTOMOVIL,Público,BYD,BOGOTA,Bogota D.C.,,120.0,1
ELECTRICO,2015,AUTOMOVIL,Oficial,BYD,BOGOTA,Bogota D.C.,,120.0,1
ELECTRICO,2013,MOTOCICLETA,Particular,HAI XING,BOGOTA,Bogota D.C.,,,1
ELECTRICO,2013,MOTOCICLETA,Particular,ENERGY MOTION,MEDELLIN,Antioquia,,0.0,1
ELECTRICO,2013,MOTOCICLETA,Oficial,ZERO,BOGOTA,Bogota D.C.,,0.0,1
